,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","TOTAL PASSAGEIROS TRANSPORTADOS

(M) = (J + K + L)"
783,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,342N10 - COHAB JUSC.KUBISC/PENHA,204,636,25,49,0,550,2,55,0,1521,656,648,2825
784,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,371210 - JD SAO JOAO/METRO ITAQUERA,200,501,14,47,0,512,0,286,3,1563,523,595,2681
785,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,371241 - JD SAO PEDRO/METRO ITAQUERA,101,158,8,26,0,179,2,152,0,626,255,282,1163
786,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,371810 - METRO A ALVIN/NOVA AMERICA,192,638,33,73,2,531,0,381,1,1851,698,825,3374
787,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,372110 - JD MARILIA/METRO A ALVIM,450,938,45,94,2,768,0,398,0,2695,1110,870,4675
788,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,372141 - JD MARILIA/METRO ARTHUR ALVIM,735,1602,59,147,10,1541,1,593,5,4693,3115,1182,8990
789,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,372210 - COHAB J BONIFACIO/METRO PENHA,283,535,31,39,0,436,1,43,0,1368,685,570,2623
790,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,372810 - METRO A ALVIN/PQ SAVOY CITY,422,854,20,86,5,780,0,487,1,2655,813,646,4114
791,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,372841 - METR ARTUR ALVIM/PQ NOVA SAVOY,61,184,6,15,0,144,1,74,1,486,180,145,811
792,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,373L10 - JD LIMOEIRO/METRO ITAQUERA,397,1064,20,101,2,754,0,268,1,2607,1051,449,4107
793,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,373210 - COHAB JOSE BONIFACIO/METRO ITA,342,782,45,126,5,886,1,688,1,2876,1061,1219,5156
794,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,373510 - METRO A ALVIN/JD SAO JOAO CIRC,287,560,25,46,0,420,0,409,1,1748,851,613,3212
795,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,373521 - METRO ARTUR ALVIM/JD S JOAO,35,113,1,6,0,116,0,20,0,291,59,66,416
796,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,373541 - JD SÃO JOSE/METRO ARTUR ALVIM,77,136,3,11,0,115,0,72,0,414,128,97,639
797,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,373610 - JD N S P CARMO/METRO A ALVIM,638,1308,72,137,2,976,0,756,0,3890,1171,833,5894
798,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,373810 - COHAB JUSCELINO/METRO ITAQUERA,456,1511,62,136,0,1317,1,699,2,4184,1810,1313,7307
799,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,373910 - RECANTO VERDE SOL/METRO ITAQUE,587,1721,56,148,1,1496,0,594,1,4604,2297,875,7776
800,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,373931 - SAO TEODORO/METRO ITAQUERA,3,23,0,2,1,32,0,0,0,61,1,7,69
801,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,374110 - EST DOM BOSCO/METRO ITAQUERA,635,1310,42,118,2,1070,0,899,2,4078,1725,1097,6900
802,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,374210 - JD DAS LARANJEIRAS/M ITAQUERA,292,581,15,68,5,565,0,419,1,1946,1049,456,3451
803,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,374310 - SAO MATEUS/METRO ITAQUERA,498,740,23,57,1,486,0,207,1,2014,1449,399,3862
804,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,375110 - COHAB PRESTES MAIA/METR ITAQUE,325,917,25,81,0,769,1,352,1,2471,1015,762,4248
805,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,376110 - 3A DIVISAO/METRO CARRAO,674,1339,43,110,4,1086,0,330,4,3590,1762,639,5991
806,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,376610 - COHAB II/METRO ITAQUERA,672,1347,35,162,1,1245,1,508,3,3974,1589,1916,7479
807,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,377310 - RES SANTA BARBARA/METRO CARRAO,545,901,31,104,2,814,0,471,2,2870,1211,826,4907
808,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,378510 - COHAB BARRO BRANCO/METRO ITAQU,354,908,27,77,0,769,0,217,2,2354,1029,582,3965
809,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,378710 - CID.TIRADENTES/METRO ITAQUERA,446,1178,31,95,2,1044,0,403,0,3199,1474,887,5560
810,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,378910 - CIDADE TIRADENTES/METRO ITAQUE,840,2043,65,154,5,1690,4,542,1,5344,2292,1585,9221
811,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,379610 - GLEBA DO PESSEGO/METRO ITAQUER,321,596,20,40,1,612,0,452,1,2043,767,380,3190
812,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,408610 - CID TIRADENTES/TERM CID TIRADE,100,321,10,17,0,246,0,2,0,696,530,430,1656
813,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,409210 - SETOR IIB/TERM CID TIRADENTES,118,520,18,51,0,359,0,1,1,1068,610,414,2092
814,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,302310 - SHOP ARICANDUVA/PQ SAO RAFAEL,888,707,31,58,2,729,2,1,0,2418,1163,705,4286
815,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,302910 - JD DAS ROSAS/METRO TATUAPE,714,1376,63,96,3,1019,4,494,4,3773,1709,1171,6653
816,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,304610 - VILA GUARANI/TATUAPE,755,1201,56,98,4,809,9,383,2,3317,1346,1006,5669
817,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,305310 - JD ITAPOLIS/METRO BELEM,894,1829,89,156,4,1369,8,887,7,5245,2224,1159,8628
818,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,306910 - J RECANTO VERDE SOL/T S MATEUS,796,1080,18,87,1,707,0,0,1,2690,744,426,3860
819,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,313410 - SHOP ARICANDUVA/METRO TAMANDUA,559,866,45,84,3,722,16,252,3,2550,1357,936,4843
820,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,372U10 - VILA SANTA ISABEL/METRO TATUAP,543,1225,53,110,1,1045,5,721,1,3704,2180,828,6712
821,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,372510 - METRO V MATILDE/VILA DALILA,398,686,39,68,3,574,2,438,5,2216,1021,1169,4406
822,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,372541 - METRO VL MATILDE/VL ARICANDUVA,199,440,21,36,1,305,2,270,2,1277,519,580,2376
823,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,372910 - SHOP ARICANDUVA/METRO CARRAO,965,1699,102,132,2,1528,7,228,1,4665,3690,1415,9770
824,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,373110 - SHOP ARICANDUVA/METRO V MATILD,429,816,43,60,1,531,1,364,0,2245,1159,642,4046
825,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,373410 - CIDADE LIDER/METRO A ALVIM,539,1247,48,111,1,988,0,689,0,3623,1354,1140,6117
826,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,373710 - SHOP ARICANDUVA/METR GUILHERM ,499,1353,56,119,1,1032,2,721,2,3785,1572,1118,6475
827,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,373731 - M.GUILHERMINA/M.PATRIARCA CIRC,79,199,3,21,1,166,0,189,0,658,229,284,1171
828,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,374510 - JD IMPERADOR/TATUAPE,532,903,24,63,3,556,5,248,1,2335,783,725,3843
829,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,376210 - JD IVA/METRO TATUAPE,628,1199,55,109,1,950,6,401,2,3352,1732,1134,6218
830,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,376310 - TERM VL CARRAO/METRO TATUAPE,574,1481,63,103,7,930,5,579,3,3745,2251,1390,7386
831,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,377810 - JD STA TEREZINHA/METRO CARRAO,631,1141,41,105,1,877,2,469,0,3267,1590,873,5730
832,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,379110 - SHOP ARICANDUVA/METRO A ALVIM,646,1019,36,97,1,812,1,318,7,2937,1850,1050,5837
833,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,472310 - METRO PATRIARCA/JD HERCILIA,1,8,1,1,0,8,0,3,0,22,12,11,45
834,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER II,472410 - METRO PATRIARCA/VILA NHOCUNE,63,95,3,13,0,70,0,102,0,346,172,226,744
835,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,309810 - JD SAO FRANCISCO/SHOP ARICANDU,924,1430,37,70,0,1115,9,1,3,3589,2095,977,6661
836,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,309910 - NOVE DE JULHO/JD DA CONQUISTA,1047,1532,30,103,0,1276,4,2,1,3995,2245,1119,7359
837,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,311210 - VILA INDUSTRIAL/METRO BELEM,790,1107,58,81,1,866,0,190,3,3096,1327,1149,5572
838,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,364A10 - IPIRANGA/SHOP ARICANDUVA,869,1551,69,146,1,1288,2,247,0,4173,2056,945,7174
839,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,373T10 - JD ITAPOLIS/METRO BRESSER,845,1622,55,131,1,1196,0,482,3,4335,1780,1007,7122
840,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,402510 - VILA CALIFORNIA/METRO TATUAPE,496,700,27,53,5,613,0,307,0,2201,959,787,3947
841,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,402710 - HOSP SAO MATEUS/JD SANTO ANDRE,1382,1964,40,210,2,1714,0,11,0,5323,2912,1126,9361
842,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,402810 - HOSP SAO MATEUS/PQ DAS FLORES,620,850,14,74,1,704,1,4,0,2268,1079,531,3878
843,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,402910 - SAO MATEUS/VLA PRUDENTE,1215,1951,72,141,4,1536,9,197,0,5125,4072,1719,10916
844,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,403010 - FAZENDA DA JUTA/SHOP ARICANDUV,1136,1284,45,83,2,1112,5,1,0,3668,1749,946,6363
845,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,403110 - PQ STA MADALENA/CENTRAL PLAZ S,1163,1484,55,142,8,1307,3,379,1,4542,1743,1643,7928
846,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,403210 - VILA DAS MERCES/OBJETIVO UNIP,249,472,19,70,4,489,0,113,1,1417,471,517,2405
847,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,403310 - JD GUAIRACA/NOVA CONQUISTA,980,1310,32,84,0,1015,1,2,0,3424,1688,1106,6218
848,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,414P10 - VILA INDUSTRIAL/PENHA,624,842,31,48,2,538,0,10,3,2098,1227,913,4238
849,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,471610 - SACOMA/METRO SANTA CRUZ,486,1044,32,59,2,642,0,189,2,2456,970,594,4020
850,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,472610 - MOOCA / METRO TATUAPE,345,720,25,32,0,496,0,329,1,1948,1046,458,3452
851,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,472910 - PQ BANCARIO/METRO BELEM,676,969,39,93,4,624,6,279,2,2692,997,1005,4694
852,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,473410 - VILA MORAES/METRO SAUDE,1100,1788,64,142,6,1457,0,829,5,5392,1765,1004,8161
853,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,473510 - SAO MATEUS/METRO CARRAO,549,863,34,55,2,782,2,443,0,2730,1553,580,4863
854,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,502010 - HOSP HELIOP/TERM SACOMA,516,1403,23,68,2,1136,4,269,4,3425,1681,496,5602
855,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,503110 - VILA ARAPUA/TERM SACOMA,1433,3256,61,165,1,2460,3,781,6,8166,3221,1136,12523
856,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,503121 - VILA CONDE DO PINHAL/TERM SACO,141,292,4,10,0,215,0,62,0,724,289,78,1091
857,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,503210 - VILA ARAPUA/TERM SACOMA,495,690,11,50,0,459,0,134,0,1839,652,442,2933
858,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,503251 - VILA ARAPUA/PCA DO CORREIO,101,172,3,7,0,74,0,17,0,374,109,71,554
859,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,503510 - VILA ARAPUA/TERM SACOMA,242,486,19,39,2,302,0,215,0,1305,549,283,2137
860,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,514T10 - TERM SACOMA/JD ITAPOLIS,637,1125,30,94,0,966,1,250,1,3104,1955,839,5898
861,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,524L10 - PQ SAO LUCAS/TATUAPE,266,429,18,29,0,367,0,86,0,1195,425,305,1925
862,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,524M10 - MASC.MORAES/SHOP.ARICANDUVA,1099,2309,54,135,2,1742,7,2,2,5352,3082,1794,10228
863,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,573H10 - HOSP.SAPOPEMBA/METRO BRESSER,1254,2025,55,134,6,1479,13,345,0,5311,2277,1566,9154
864,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,573T10 - TERM.SAPOPEMBA/METRO CARRAO,834,1823,68,123,0,1469,4,446,0,4767,2261,1298,8326
865,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,573T31 - TERM SAPOPEMBA/TEOTONIO VILELA,70,222,5,15,0,155,0,0,0,467,167,192,826
866,2014-12-31,PERMISSAO,AREA 5,COOPERTRANSE,574W10 - JD. WALKIRIA/METRO BELEM,728,1327,43,93,2,892,2,389,1,3478,1388,907,5773
867,2014-12-31,PERMISSAO,AREA 5,NOVA ALIANCA,213C10 - ITAIM PAULISTA/VILA CALIFORNIA,1220,1536,53,114,0,1308,4,29,3,4267,2590,1433,8290
868,2014-12-31,PERMISSAO,AREA 5,NOVA ALIANCA,213C31 - ITAIM PAULISTA/VILA CALIFORNIA,528,727,17,49,1,590,3,15,0,1930,1199,715,3844
869,2014-12-31,PERMISSAO,AREA 5,NOVA ALIANCA,259010 - UNIAO DE VILA NOVA/PQ D PEDRO ,1570,1898,43,80,1,1697,2,327,3,5622,1766,728,8116
870,2014-12-31,PERMISSAO,AREA 5,NOVA ALIANCA,476G10 - JARDIM ELBA/IBIRAPUERA,936,1561,33,92,2,1349,3,82,0,4060,1570,1019,6649
871,2014-12-31,PERMISSAO,AREA 5,NOVA ALIANCA,476G41 - VILA INDUSTRIAL/METRO ANA ROSA,495,1003,38,83,2,880,0,314,2,2817,1238,580,4635
872,2014-12-31,PERMISSAO,AREA 5,NOVA ALIANCA,573A10 - METRO BRESSER/VILA ALPINA,780,1186,46,100,4,887,0,551,0,3555,1590,1128,6273
873,2014-12-31,PERMISSAO,AREA 5,NOVA ALIANCA,574C10 - TERM.SAO MATEUS/DIV.S.CAETANO,574,682,21,37,2,491,1,4,0,1812,1399,674,3885
874,2014-12-31,PERMISSAO,AREA 5,NOVA ALIANCA,574R10 - TERM.SAPOPEMBA/METRO BELEM,933,1361,48,88,1,796,9,464,6,3706,2056,1302,7064
875,2014-12-31,PERMISSAO,AREA 5,NOVA ALIANCA,575A10 - DIV.S.CAETANO/SHOP MET.TATUAPE,82,173,9,7,0,108,0,31,1,411,184,159,754
876,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,501010 - CIDADE VARGAS/SANTO AMARO,685,1181,44,78,0,972,1,191,2,3154,1329,662,5145
877,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,501110 - ELDORADO/SANTO AMARO,963,1040,40,70,0,902,1,40,0,3056,1507,708,5271
878,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,501210 - JD GUACURI/JABAQUARA,1364,1889,35,131,3,1841,3,681,7,5954,1787,845,8586
879,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,501310 - JD LUSO/SANTO AMARO,2186,2953,84,231,2,2649,6,107,3,8221,4643,1672,14536
880,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,501331 - JD MIRIAM/SANTO AMARO,260,371,11,25,2,368,2,25,2,1066,573,267,1906
881,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,501410 - VILA GUACURI/SANTO AMARO,885,1553,74,88,6,1148,4,43,0,3801,2149,1026,6976
882,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,501510 - JD SAO JORGE/JABAQUARA,1089,1478,41,108,2,1363,3,579,0,4663,1439,684,6786
883,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,501810 - SHOP. INTERLAGOS - JABAQUARA,777,1231,37,128,2,1120,0,395,4,3694,1336,827,5857
884,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,501831 - SHOPPING INTERLAGOS/JABAQUARA,382,579,20,64,1,561,2,231,1,1841,651,438,2930
885,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,502210 - VILA STA MARGARIDA/JABAQUARA,464,856,18,77,0,807,0,510,0,2732,847,651,4230
886,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,502410 - VILA MISSIONARIA/SANTO AMARO,675,1340,48,85,1,1130,1,43,3,3326,1743,912,5981
887,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,502431 - VILA MISSIONARIA/SANTO AMARO,429,892,34,64,2,717,0,15,1,2154,1014,592,3760
888,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,512310 - JD MIRIAM/HOSP SAO PAULO,528,1217,37,73,1,1047,6,247,4,3160,1875,576,5611
889,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,512710 - VILA GUACURI/RIO PEQUENO,111,172,5,7,0,227,0,103,0,625,337,184,1146
890,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,512810 - JD APURA/SHOP MORUMBI,1068,1608,61,129,2,1673,2,521,1,5065,2142,994,8201
891,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,517J10 - JD SELMA/PINHEIROS,615,1052,53,69,2,1357,4,44,2,3198,1642,585,5425
892,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,527R10 - VILA IMPERIO/REAL PARQUE,430,669,27,57,1,511,2,31,0,1728,1127,643,3498
893,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,546A10 - JD APURA/SANTO AMARO,439,868,37,88,0,654,2,29,0,2117,1230,692,4039
894,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,546A31 - JD APURA/SANTO AMARO,441,888,37,91,1,733,1,38,1,2231,1279,678,4188
895,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,546J10 - JD SELMA/STO AMARO,783,1385,47,122,7,1337,1,46,1,3729,2259,883,6871
896,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,546J31 - JD SELMA/SANTO AMARO,67,134,6,14,0,96,0,1,1,319,224,84,627
897,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,546T10 - VILA GUACURI/TERM STO AMARO,647,1290,69,91,8,916,3,103,1,3128,2154,786,6068
898,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,570110 - VILA SANTA CATARINA/METRO CONC,468,713,24,75,4,717,1,286,0,2288,1156,608,4052
899,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,570210 - CIDADE JULIA/METRO JABAQUARA,917,1546,49,136,1,1532,3,834,9,5028,1684,762,7474
900,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,575210 - V. MISSIONARIA/METRO CONCEICAO,676,1047,36,78,1,964,0,627,2,3431,1085,767,5283
901,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,575710 - JD. MIRIAM/METRO CONCEICAO,1006,1743,65,109,4,1687,3,634,11,5262,1946,1213,8421
902,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,575751 - PEDREIRA/METRO CONCEIÇAO,697,1161,45,127,5,1097,2,412,2,3548,1696,1007,6251
903,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,575910 - PQ PRIMAVERA/METRO CONCEICAO,551,898,33,80,0,910,2,370,1,2845,1007,648,4500
904,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,575931 - PQ PRIMAVERA/METRO CONCEICAO,871,1175,36,79,2,1017,1,386,2,3569,1377,975,5921
905,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,607A10 - JD APURA/SOCORRO,445,1045,54,99,6,872,0,160,1,2682,1885,715,5282
906,2014-12-31,PERMISSAO,AREA 6,COOPERLIDER,627J10 - JD MIRIAM/METRO SAO JUDAS,323,782,28,46,0,699,2,274,3,2157,831,449,3437
907,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L0110 - MARSILAC/TERM VARGINHA,511,1237,32,97,3,695,0,1,0,2576,1557,526,4659
908,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L0210 - EUCALIPTOS/TERM PARELHEIROS,49,113,1,8,0,48,0,2,0,221,100,41,362
909,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L0310 - CIPO MEIO / TERM PARELHEIROS,98,204,3,7,0,98,0,1,0,411,157,77,645
910,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L0410 - JD ORIENTAL/TERM PARELHEIROS,257,753,6,64,1,387,2,2,0,1472,914,286,2672
911,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L0441 - JD FONTES/TERM PARELH,2,51,0,0,1,57,0,0,0,111,13,7,131
912,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L0442 - JD ORIENTAL/TERM PARELH,27,146,2,2,0,93,0,0,0,270,58,25,353
913,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L0510 - BARRAGEM/TERM PARELHEIROS,446,1307,17,67,2,643,0,0,2,2484,1247,481,4212
914,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L0710 - JD SANTA FE/TERM VARGINHA,33,192,7,14,0,153,1,0,0,400,279,61,740
915,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L0810 - PAPAI NOEL/TERM PARELHEIROS,143,387,24,53,0,277,1,0,0,885,378,268,1531
916,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L1010 - PQ FLORESTAL/TERM VARGINHA,99,306,2,18,2,130,0,1,0,558,382,100,1040
917,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L1041 - MESSIANICA/TERM VARGINHA,83,213,5,14,0,99,0,1,0,415,325,83,823
918,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,6L1110 - ILHA DO BORORE/TERM STO AMARO,425,567,8,40,0,342,0,142,1,1525,614,406,2545
919,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,601610 - JD NORONHA/TERM GRAJAU,319,1227,32,67,0,890,0,393,2,2930,1485,446,4861
920,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,601641 - JD PORTO VELHO/TERM GRAJAU,379,1213,40,79,4,938,4,432,1,3090,1621,402,5113
921,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,602710 - Jd Graúna - Term Santo Amaro,618,1234,28,107,1,993,0,219,1,3201,1798,811,5810
922,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,603010 - FACULDADE OSEC/TERM STO AMARO,829,1619,56,119,4,1443,8,167,0,4245,2964,1417,8626
923,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,603110 - Jd S Bernardo - Term Sto Amaro,455,1445,41,84,0,1347,1,949,1,4324,1773,572,6669
924,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,603410 - Pq Res Cocaia - Term Sto Amaro,345,966,14,60,0,948,0,302,2,2637,1047,394,4078
925,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,605010 - J VALE DAS VIRTUDES/SANTO AMAR,220,590,9,29,0,553,0,217,2,1620,731,270,2621
926,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,605110 - JD ITAJAI/TERM VARGINHA,60,358,9,26,0,215,0,0,0,668,440,243,1351
927,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,605131 - JD.ITAJAI/TERM.VARGINHA,17,98,1,3,0,68,0,0,0,187,126,82,395
928,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,605210 - J SETE SETEMBRO/TERM VARGINHA,161,1025,22,52,0,770,0,2,1,2033,1589,594,4216
929,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,605310 - JD ELLUS/TERM GRAJAU,184,405,11,28,0,328,0,126,0,1082,529,244,1855
930,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,605510 - JD SAO BERNARDO/SHOP INTERLAGO,345,888,25,80,0,816,2,15,0,2171,1083,430,3684
931,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,605610 - PQ SANTA CECILIA/TERM GRAJAU,0,1,0,0,0,1,0,3,0,5,19,0,24
932,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,605710 - VILA NATAL/TERM GRAJAU,796,2965,85,190,1,2599,2,1301,6,7945,4191,1418,13554
933,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,605810 - JD NORONHA/TERM VARGINHA,232,1020,20,44,0,663,0,0,0,1979,1293,492,3764
934,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,606110 - JD MARILDA/TERM GRAJAU,593,1313,25,74,2,962,1,713,2,3685,1240,488,5413
935,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,606210 - JD CASTRO ALVES/SANTO AMARO,234,752,18,46,1,693,0,190,1,1935,1286,602,3823
936,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,606251 - JD CASTRO ALVES/TERM STO AMARO,493,1401,55,100,0,1465,3,308,5,3830,1773,790,6393
