,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","PASSAGEIROS COM GRATUIDADE ESTUDANTE

(M)","TOTAL PASSAGEIROS TRANSPORTADOS

(N) = (J + K + L + M)"
771,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,902310 - PQUE DE TAIPAS/TERM PIRITUBA,677,1793,199,26,1,1357,63,219,33,4369,2285,1445,326,8425
772,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,903210 - JD DAMASCENO/LAPA,398,1298,142,21,1,1003,27,3,16,2911,2187,986,99,6183
773,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,904710 - JD PAULISTANO/LAPA,872,1405,150,27,6,1404,76,132,25,4098,2328,1117,181,7724
774,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,909010 - PQ TIETE/TERM CASA VERDE,301,563,41,8,0,440,10,0,6,1369,820,582,60,2831
775,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,918110 - VILA TEREZINHA/LAPA,837,1640,178,36,3,1607,63,142,29,4537,2293,1405,172,8407
776,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,918810 - CAPELA DA LAGOA/LAPA,821,1230,118,37,3,1263,44,150,21,3687,1828,1175,173,6863
777,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,919110 - JD ELIS MARIA/BOM RETIRO,1541,2090,296,60,7,2027,73,632,40,6769,3167,1842,245,12023
778,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,938P10 - VILA PENTEADO/METRO B FUNDA,537,847,91,29,3,985,22,280,18,2815,1130,658,108,4711
779,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,938P21 - VILA PENTEADO/METRO ANA ROSA,3,8,0,0,0,19,0,2,0,32,7,4,1,44
780,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,938V10 - JD VISTA ALEGRE/METRO BARRA FU,1105,1980,240,58,5,1757,63,247,28,5485,3200,1927,217,10829
781,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,971710 - COHAB BRASILANDIA/SANTANA,269,432,58,21,3,587,17,58,8,1453,897,408,31,2789
782,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,978T10 - JD GUARANI/METRO BARRA FUNDA,1492,2541,292,60,9,2570,83,903,51,8007,4966,2339,308,15620
783,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,978510 - TEREZINHA/BARRA FUNDA,496,904,92,20,4,1117,22,311,15,2982,1322,699,116,5119
784,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,978551 - JD CAROMBE/TTVN CACHOEIRINHA,1,11,0,0,0,12,0,0,0,24,1,0,1,26
785,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,978910 - JD DOS GUEDES/BARRA FUNDA,820,1278,139,32,5,1448,46,429,49,4249,2102,974,138,7463
786,2015-12-31,PERMISSAO,AREA 1,SPENCER,N13711 - TERM PIRITUBA/PERUS,20,17,2,0,0,30,0,13,0,82,69,7,2,160
787,2015-12-31,PERMISSAO,AREA 1,SPENCER,N14011 - TERM PIRITUBA/VILA MIRANTE,0,1,0,0,0,4,0,1,0,6,9,3,1,19
788,2015-12-31,PERMISSAO,AREA 1,SPENCER,101710 - PERUS/VILA IORIO,1048,1774,212,29,2,1742,66,188,45,5108,2990,1740,302,10140
789,2015-12-31,PERMISSAO,AREA 1,SPENCER,102410 - JD CAROMBE/CONEX PETRONIO PORT,425,1638,185,20,3,1526,64,1,13,3877,2427,1261,176,7741
790,2015-12-31,PERMISSAO,AREA 1,SPENCER,102510 - JARDIM CAROMBÉ/LAPA,169,527,51,7,1,481,14,0,7,1257,660,419,54,2390
791,2015-12-31,PERMISSAO,AREA 1,SPENCER,102610 - VILA IARA/CONEX PETRON PORTELA,74,195,15,3,0,158,7,1,4,457,252,201,16,926
792,2015-12-31,PERMISSAO,AREA 1,SPENCER,801510 - CEM.PERUS/TERM.PIRITUBA,685,1226,128,23,1,1042,39,240,32,3417,1586,1015,163,6181
793,2015-12-31,PERMISSAO,AREA 1,SPENCER,801521 - CEMITE DE PERUS/EST DE PERUS,35,25,1,0,0,26,1,14,0,102,27,9,1,139
794,2015-12-31,PERMISSAO,AREA 1,SPENCER,801610 - JD.RINCAO/TERM.PIRITUBA,346,783,103,28,3,741,28,127,15,2175,1321,614,133,4243
795,2015-12-31,PERMISSAO,AREA 1,SPENCER,819R10 - PERUS/TERM PRINC ISABEL,774,1107,103,22,2,1026,31,212,22,3299,1559,1006,163,6027
796,2015-12-31,PERMISSAO,AREA 1,SPENCER,848L10 - RECANTO DOS HUMILDES/TERM PRIN,500,731,74,15,1,842,21,180,27,2392,990,700,121,4203
797,2015-12-31,PERMISSAO,AREA 1,SPENCER,978410 - JD DOS FRANCOS/BARRA FUNDA,841,1933,212,52,9,1710,57,650,35,5501,2143,1068,196,8908
798,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,N23211 - METRO TUCURUVI/PQ NOVO MUNDO,3,4,0,0,0,3,0,0,0,10,2,6,0,18
799,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,N23411 - METRO TUCURUVI/LARGO DO PERI,4,7,1,0,0,11,0,0,0,23,1,2,1,27
800,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,N24111 - METRO SANTANA/VILA ALBERTINA,7,14,4,0,0,14,0,3,1,43,21,16,2,82
801,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,101610 - CEMITERIO DO HORTO/CENTER NORT,805,1222,150,45,1,1060,34,207,20,3548,1655,1503,195,6901
802,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,101810 - VILA ROSA/SANTANA,332,833,77,23,4,498,16,142,4,1930,1000,635,67,3632
803,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,118Y10 - LAUZANE PAULISTA/LAPA,592,1041,92,25,3,1086,17,78,9,2944,1215,1063,122,5344
804,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,121G10 - PQ NOVO MUNDO/JACANA,513,642,61,32,1,558,9,218,25,2059,623,682,71,3435
805,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,128Y10 - JD PERY ALTO/LAPA,616,1045,118,20,6,1006,33,63,13,2922,1534,721,111,5288
806,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,170110 - JOVA RURAL / ANEHEMBI,375,816,46,22,5,656,12,126,2,2062,983,426,73,3544
807,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,170151 - JOVA RURAL/CARANDIRU          ,239,476,47,17,0,430,7,184,10,1412,469,415,81,2377
808,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,170510 - JD SAO JOAO /METRO TUCURUVI,832,1762,154,52,13,1373,33,655,39,4915,1859,1393,245,8412
809,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,170910 - JD JOAMAR/METRO TUCURUVI,595,1178,126,57,9,813,21,466,22,3291,1202,1151,146,5790
810,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,170921 - JD JOAMAR/METRO SANTANA,6,29,4,1,0,35,1,0,1,77,4,13,4,98
811,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,172J10 - JD BRASIL/TATUAPE,1258,1750,112,45,7,1551,26,594,25,5375,2593,1443,165,9576
812,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,172P10 - VILA ZILDA/METRO BELEM,1856,2168,174,47,5,1761,28,237,46,6324,2897,2310,257,11788
813,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,172R10 - JD BRASIL/METRO BELEM,1250,1702,141,35,3,1301,17,423,33,4909,2745,1686,148,9488
814,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,172X10 - PQ NOVO MUNDO/TATUAPE,679,1193,85,28,6,1416,14,360,9,3794,1288,527,101,5710
815,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,172Y10 - VILA CONSTANÇA/METRO BELEM,508,781,65,15,3,571,4,163,13,2124,820,864,58,3866
816,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,172010 - JD GUANCA/CANTAREIRA,986,1264,124,60,2,1029,20,469,30,3985,1308,1356,173,6822
817,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,172021 - VILA SABRINA/METRO TUCURUVI,335,476,40,19,6,396,3,341,17,1634,369,386,47,2436
818,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,172210 - JD MARINA/TUCURUVI,1175,1972,279,77,5,1497,56,211,26,5301,4458,2130,243,12132
819,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,173010 - CENTER NORTE/SANTANA,91,213,25,13,2,388,5,19,14,770,406,129,37,1342
820,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,173810 - VILA CONSTANCIA/METRO CARANDIR,210,307,24,17,1,228,1,112,6,906,307,420,34,1667
821,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,177510 - VILA ALBERTINA/CENTER NORTE,126,231,31,12,1,221,4,26,2,655,329,255,23,1262
822,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,178Y10 - VILA AMELIA/METRO JD SAO PAULO,180,481,68,39,5,347,3,243,8,1374,449,627,40,2490
823,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,178010 - JD HEBRON/TERM PARADA INGLESA,305,925,48,19,0,787,6,246,16,2353,748,659,100,3860
824,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,178510 - VILA AURORA/METRO SANTANA,215,366,26,14,1,218,3,146,3,993,428,357,35,1813
825,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,178610 - VILA ALBERTINA/METRO SANTANA,570,915,109,30,0,655,22,276,14,2592,1030,745,107,4474
826,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,178710 - VILA MARIETA/METRO SANTANA,192,413,59,22,2,281,5,148,4,1126,540,374,37,2077
827,2015-12-31,PERMISSAO,AREA 2,NORTE BUSS,900210 - JD PERY ALTO/TERM V N CACHOEIR,353,984,129,16,8,831,39,1,17,2378,1896,705,103,5082
828,2015-12-31,PERMISSAO,AREA 2,SPENCER,N23111 - TERM CACHOEIRINHA/PEDRA BRANCA,3,3,1,0,0,5,1,0,0,13,16,4,2,35
829,2015-12-31,PERMISSAO,AREA 2,SPENCER,120610 - PQ VILA MARIA/CORREIO,1091,1079,56,18,0,657,16,45,7,2970,1192,629,85,4876
830,2015-12-31,PERMISSAO,AREA 2,SPENCER,170210 - JOVA RURAL/TIETE,748,1259,116,23,1,1080,11,85,17,3340,1536,998,130,6004
831,2015-12-31,PERMISSAO,AREA 2,SPENCER,172K10 - JD TREMEMBE/TATUAPE,769,1289,132,57,4,1048,20,257,27,3606,1698,1492,150,6946
832,2015-12-31,PERMISSAO,AREA 2,SPENCER,172U10 - CEM P PINHEIROS/MOOCA,1579,2098,159,40,3,1277,23,69,18,5267,2027,1053,174,8521
833,2015-12-31,PERMISSAO,AREA 2,SPENCER,179X10 - JD FONTALIS/BOM RETIRO,1019,1677,183,27,5,1354,33,158,28,4484,2112,1147,167,7910
834,2015-12-31,PERMISSAO,AREA 2,SPENCER,201310 - JD ROBRU/EST ITAIM PAULISTA,768,1469,224,42,7,1299,47,1,16,3874,2654,1660,201,8389
835,2015-12-31,PERMISSAO,AREA 2,SPENCER,201410 - JD PERI ALTO/METRO BARRA FUNDA,1122,1856,262,58,9,1598,54,374,25,5362,2463,1537,232,9594
836,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,N34111 - TERM SAO MIGUEL/VILA CISPER,1,2,1,0,0,2,0,0,0,6,13,4,0,23
837,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,201610 - JD DAS OLIVEIRAS/SAO MIGUEL,431,570,37,20,3,644,18,118,22,1866,929,651,86,3532
838,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,201710 - JD ROBRU/SAO MIGUEL,314,433,33,17,1,424,18,30,9,1286,517,450,58,2311
839,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,201810 - JD CAMPOS/SAO MIGUEL CIRCULAR,226,451,30,16,0,400,14,38,4,1180,529,420,57,2186
840,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,201910 - PQ PAINEIRAS/SHOPPING PENHA,350,490,58,22,9,381,4,30,14,1359,683,872,73,2987
841,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,220310 - BURGO PAULISTA/SHOP PENHA,190,249,25,7,1,230,4,11,4,722,310,499,32,1563
842,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,272610 - LIMOEIRO/METRO PENHA,454,781,84,22,2,620,12,99,11,2087,989,932,91,4099
843,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,273010 - VILA JACUI/METRO A ALVIN,284,825,95,27,3,924,12,530,28,2732,938,880,100,4650
844,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,273110 - VILA PROGRESSO/METRO ITAQUERA,439,810,100,30,5,928,15,503,33,2863,1167,864,83,4977
845,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,273410 - JD CAMPOS/METRO ITAQUERA,326,984,89,33,2,890,16,557,31,2931,900,581,99,4511
846,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,305110 - ERM MATARAZZO/TERM A E CARVALH,69,123,11,7,0,120,1,5,0,336,142,217,14,709
847,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,408510 - COHAB FAZE DO CARMO/M ITAQUERA,128,563,34,12,0,462,12,185,11,1407,568,345,59,2379
848,2015-12-31,PERMISSAO,AREA 3,ALLIBUS,409310 - CIDADE TIRADENTES/METRO PENHA,167,993,112,22,2,919,44,2,29,2290,1764,933,89,5076
849,2015-12-31,PERMISSAO,AREA 3,QUALIBUS,271010 - METRO PATRIARCA/BURGO PAULISTA,42,85,6,4,1,77,1,65,3,284,92,118,12,506
850,2015-12-31,PERMISSAO,AREA 3,QUALIBUS,273310 - PQ GUARANI/METRO ITAQUERA CIRC,72,112,19,5,1,113,3,52,4,382,174,123,14,693
851,2015-12-31,PERMISSAO,AREA 3,QUALIBUS,372U10 - VILA SANTA ISABEL/METRO TATUAP,0,1,0,0,0,1,0,1,0,3,0,0,0,3
852,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,N33311 - TERM SAO MIGUEL/CIDADE KEMEL,7,6,0,0,0,8,0,0,0,21,26,5,0,52
853,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200410 - JD MIRIAM/GUAIANAZES,473,1396,115,12,4,1368,58,590,38,4055,1474,764,129,6422
854,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200510 - JD ROMANO/SAO MIGUEL,493,553,36,19,0,755,37,81,21,1996,706,731,94,3527
855,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200610 - CIDADE KEMEL I /ITAIM PAULISTA,1371,2233,131,39,3,2244,50,988,69,7131,2548,1497,180,11356
856,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200710 - CIDADE KEMEL II/SAO MIGUEL,540,1082,108,33,2,1194,30,714,42,3750,1163,1045,95,6053
857,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200810 - JD N SRA CAMINHO/ESTACAO ITAIM,719,1013,86,28,2,1003,88,519,49,3510,1441,959,166,6076
858,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200841 - JD. MIRIAM/ITAIM PAULISTA,413,722,55,11,2,745,15,331,12,2306,890,801,94,4091
859,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200910 - JD ROBRU/GUAIANAZES,592,1262,125,49,3,1241,58,778,62,4176,1862,1127,123,7288
860,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,202110 - JD BANDEIRANTES/EST GUAIANAZES,412,1031,95,16,0,889,18,848,67,3385,1098,676,78,5237
861,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,220110 - DIVISA DE FERRAZ/GUAIANAZES,155,393,22,1,2,347,25,291,13,1253,423,295,38,2009
862,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,220210 - HOSP ITAIM/GUAIAZAZES,2177,3642,368,92,8,3772,171,1765,134,12148,5346,2949,419,20862
863,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270210 - VILA AMERICANA/METRO A ALVIN,610,1047,119,38,6,1091,27,456,27,3424,1792,885,127,6228
864,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270310 - JD ETELVINA/METRO ITAQUERA,841,2271,243,63,9,2042,47,1097,71,6691,2627,1500,207,11025
865,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270410 - JD ROBRU/METRO ITAQUERA,654,1340,134,54,5,1449,29,605,55,4328,1590,1067,131,7116
866,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270510 - JD FANGANIELO/METRO ITAQUERA,427,706,60,23,0,643,17,324,26,2226,963,725,75,3989
867,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270610 - CEM DA SAUDADE/METRO V MATILDE,360,619,87,27,1,616,8,138,16,1873,770,704,62,3409
868,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270710 - CHABILANDIA/METRO ITAQUERA,880,1836,155,61,1,1993,47,713,72,5766,2738,1894,184,10582
869,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270810 - JD LAJEADO/METRO ITAQUERA,691,1423,126,40,3,1194,67,451,33,4030,1753,1099,119,7001
870,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,300210 - JD MABEL/SAO MIGUEL,892,1566,108,50,7,1635,18,519,62,4863,1770,1206,178,8017
871,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,300610 - JD FANGANIELO/ES CPTM GUAIANAZ,403,970,68,17,1,842,16,485,57,2866,823,639,68,4396
872,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,302610 - VILA IOLANDA II/EST GUAIANZ CP,945,2189,164,39,8,1737,75,1228,84,6471,2240,1185,217,10113
873,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,303310 - GUAIANAZES/SAO MATEUS,907,1647,155,37,3,1521,217,436,68,4999,3261,1629,180,10069
874,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,306410 - CIDADE TIRADENTES/EST GUAIANAZ,1207,3039,220,68,15,2365,128,1574,82,8704,4255,2259,295,15513
875,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,306441 - S ETELVINA II B6/T CID TIRADEN,2,21,2,1,0,33,1,0,3,63,38,83,0,184
876,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,375410 - INACIO MONTEIRO/METRO ITAQUERA,863,1795,177,58,4,1675,41,737,53,5405,2294,1749,164,9612
877,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,375610 - BARRO BRANCO/METRO ITAQUERA,577,1581,133,37,2,1424,48,664,41,4516,1886,1126,137,7665
878,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,376810 - VILA YOLANDA/METRO ITAQUERA,251,707,68,13,10,626,20,379,26,2100,735,556,95,3486
879,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,379510 - JD SAO CARLOS/METRO ITAQUERA,202,557,55,18,1,530,8,287,16,1676,662,560,69,2967
880,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405110 - JD SAO PAULO/CPTM GUAIANAZES,347,778,71,14,9,811,15,427,31,2506,1145,898,68,4617
881,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405210 - CPTM GUAIANAZES/METRO ITAQUERA,372,664,98,33,4,829,31,544,29,2608,1680,719,90,5097
882,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405310 - GUAIANAZES/CPTM JOSE BONIFACIO,289,682,38,7,3,692,17,233,14,1976,632,525,45,3178
883,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405410 - JD NSA DO CARMO/METRO ITAQUERA,47,145,10,5,1,120,2,66,3,403,129,62,9,603
884,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405510 - CPTM GUAIANAZES/VILA SOLANGE,170,467,33,11,5,465,8,238,6,1405,637,614,50,2706
885,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405610 - TERM S MATEUS/PQ BOA ESPERANÇA,302,561,54,11,1,511,25,1,14,1481,711,574,54,2820
886,2015-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,407T10 - JD REDIL/METRO ITAQUERA,366,766,73,36,4,804,14,476,41,2580,846,1000,99,4525
887,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,N33211 - TERM A E CARVALHO/VILA CISPER,0,0,0,0,1,0,0,0,0,1,9,3,0,13
888,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,N34411 - TERM PENHA /VILA CISPER,0,8,0,0,0,8,0,0,0,16,11,3,0,30
889,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,N43311 - TERM V CARRAO/METRO BELEM,4,4,0,0,0,3,0,0,0,11,1,1,0,13
890,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,PACPTM - PAESE CPTM,47,68,9,3,0,82,2,10,1,222,183,50,6,461
891,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,RNOT11 - RESERVA NOTRNA,8,13,2,0,1,9,0,14,0,47,12,11,1,71
892,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,270910 - VILA UNIAO/METRO PATRIARCA,172,383,66,23,2,335,6,337,17,1342,433,593,59,2427
893,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,270931 - VILA UNIAO/METRO PATRIARCA,113,234,30,11,6,268,6,237,20,925,262,395,33,1615
894,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271010 - METRO PATRIARCA/BURGO PAULISTA,277,457,42,34,5,476,4,363,18,1677,531,640,62,2910
895,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271031 - METRO PATRIARCA/VL.S FRANCISCO,25,51,3,4,0,44,1,28,1,157,29,38,6,230
896,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271110 - PONTE RASA/METRO PATRIARCA,231,404,40,20,2,357,1,298,17,1370,389,529,44,2332
897,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271210 - JD SAO NICOLAU/METRO A ALVIN,353,568,66,40,4,620,7,255,27,1940,830,752,72,3594
898,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271410 - VL RUI BARBOSA/METRO V MATILDE,314,552,97,38,4,467,5,377,16,1871,670,727,44,3312
899,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271510 - VILA SILVIA/METRO PATRIARCA,315,607,67,30,3,605,9,365,43,2044,708,691,61,3504
900,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271610 - CHAC CRUZ DO SUL/METRO PENHA,293,537,92,40,8,439,10,297,19,1735,737,608,53,3133
901,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271710 - METRO GUILHERMINA/CANGAIBA,293,544,45,22,0,470,9,277,16,1676,558,513,62,2809
902,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271810 - VILA SILVIA/METRO PENHA,861,1533,136,63,11,1366,26,467,31,4495,1762,1232,144,7633
903,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,271910 - ERMELINO MATARAZZO/METR V MATI,859,1869,171,87,11,1652,48,986,49,5734,2302,1964,152,10152
904,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272010 - JD BELEM/METRO GUILHERMINA,803,1194,127,55,7,1136,21,633,49,4028,1490,1558,127,7203
905,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272031 - METRO GUILHERMINA/JD BELEM,10,32,2,2,0,37,0,6,0,89,24,24,1,138
906,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272110 - JD NAZARE/METRO ITAQUERA,753,1210,115,53,5,1269,36,467,38,3947,1801,1174,140,7062
907,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272210 - JD VERONIA/METR GUILHERMINA,666,1244,138,60,7,1193,21,511,38,3880,1404,1470,191,6945
908,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272231 - JD VERONIA/METRO GUILHERMINA,212,474,44,28,7,441,7,398,10,1621,632,468,54,2775
909,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272310 - UNIAO DE V NOVA/METRO ITAQUERA,902,1538,146,34,6,1524,70,629,62,4917,1900,1055,176,8048
910,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272410 - METRO A ALVIN/CONJ ARAUCARIA,337,922,95,24,1,847,14,543,40,2824,916,681,77,4498
911,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272510 - JD SAO CARLOS/METRO A ALVIN,344,610,73,16,0,560,9,448,14,2074,706,642,63,3485
912,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272710 - CONJ A E CARV/METRO A ALVIN,557,1677,134,38,2,1400,17,863,73,4762,1695,924,160,7541
913,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,272810 - JD CASTELO/METRO PENHA,1370,2036,140,52,3,1641,36,675,49,6004,2265,1565,227,10061
914,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,273210 - VILA REGINA/METRO A ALVIN,342,539,77,32,1,534,6,301,18,1851,882,822,76,3631
915,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,273310 - PQ GUARANI/METRO ITAQUERA CIRC,352,640,80,18,0,595,12,291,13,2001,704,551,65,3321
916,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,273510 - JD KERALUX/METRO PENHA,662,1149,96,20,2,987,19,485,26,3446,1493,720,116,5775
917,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,273521 - JD SAO FRANCISCO/METRO PENHA,142,304,23,9,1,243,7,79,5,815,235,211,29,1290
918,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,302310 - SHOP ARICANDUVA/PQ SAO RAFAEL,724,688,80,18,4,757,29,1,15,2318,1320,838,75,4551
919,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,302910 - JD DAS ROSAS/METRO TATUAPE,684,1309,158,39,2,1011,33,450,30,3716,1629,1444,118,6907
920,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,304610 - VILA GUARANI/TATUAPE,635,1137,129,29,5,756,26,268,31,3018,1156,1054,92,5320
921,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,305310 - JD ITAPOLIS/METRO BELEM,887,1602,230,56,8,1306,88,748,34,4961,1927,1156,145,8189
922,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,306910 - J RECANTO VERDE SOL/T S MATEUS,754,1095,71,15,2,732,38,1,7,2715,838,531,85,4169
923,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,313410 - SHOP ARICANDUVA/METRO TAMANDUA,639,880,110,26,1,743,32,230,20,2684,1373,1124,96,5277
